text,is_toxic
"ЕЩЕ И ГОРЛО ЗАБОЛЕЛО!!! ВООБЩЕ ""АХУЕЕЕЕЕННО"":((((((((((((((((НИЧЕГО ДЕЛАТЬ НЕ БУДУ НАХЕР!!!! :(((((((((((((((((((((",1
"Уже запостил жратву в хуяграм? А свое жалкое отражение в зеркале? Нет, ты не  :(",1
"сам не приедет ( та ну блять нахуй , я никуда не иду .",1
"пздц,вечные конкурсы блять( мама каак обычно придумает тоже",1
Сука нахуй в рот ебал я больше из дома не выйду :( увидимся летом,1
"Проебала 3 ключ от квартиры,то чувство, когда я знаю, что мне скоро пизда.. МНЕ ДАЖЕ СРАНЫЙ КЛЮЧ НЕЛЬЗЯ ДОВЕРИТЬ:(ой, я и косарь проябывала",1
"СКОРО НОВЫЙ ГОД,  А НАСТРОЕНИЕ УЖАСНОЕ.  :(",1
ахахахаха....хаха.ха( суки,1
"ахаха бля чувак, я тебе сочувствую",1
А Я КАРОЧ МАЛО ПИЛ ПОТОМУ ЧТО ШАМПАНСКОЕ БЫЛО КАКОЕ-ТО ГАВНО.ЕГО ПИТЬ НЕВОЗМОЖНО БЫЛО ПЛОК ПЛОК А Я НАБУХАТЦА ХОТЕЛ((((((((((,1
аааааааааааааааа я теперь задрот:(,1
"Я тут с Лениным ебаться собрался, а у него лимит((",1
"ВОТ БЛЯ СЮКА, Я НЕ СДЕРЖАЛСЯ СНОВА((9(9((ВЕСЬ В ГАВНЕ-НУТЭЛЛКЕ",1
Рассчитывал он на отношения ведь... Дерьмо унылое!!!Пошли на хуй все!!!!! Мне одной заебись живется. Гемороя меньше.Настроение испортил :(,1
какой -то пидарас пьяный наехал на меня и на доске такая царапина:(  ублюдок...,1
"со мной вчера пыталась познакомиться девочка, но я вел себя как еблан и она удалила меня из друзей :-(",1
БЛЯ ОН НИ АТВИЧАЕТ(((9((((99 ЖИЗНЬ БОЛь,1
"было бы охуенно, но бля, ко мне бабуля переезжает( есть варики?",1
Вот пидрила( Не любит Слипов(,1
"Ибо этот пидор опять навыдумывал себе что-то и только хуй знает, что он сейчас думает обо мне((",1
"я уже заебалась приходить домой и проходить тест на курила не курила!  заходишь в дом, а тебе сразу "" дыхни"" (",1
Не кто на улицу не хочет идти (Все ленивыежопы :с,1
"Решил ёбнуть отвёртки, роксов то нет( ну ладно чо,будем пить из кружек",1
СКА БЛЯТЬ ВАША СЕЛЕНА!! СТЕРВА. Я ТАК И ЗНАЛА ЧТО ОНА БЛЯТЬ НЕ ПРОСТО ТАК ОТПУСК ВЗЯЛА! :(((( НЕ ХОЧУ ДЖЕЛЕНУ,1
"Пздц вата, худшие новогодние каникулы :( идите нахуй-я  обиделась",1
"Настроение уебанское какое-то, нахуй такие мысли :(",1
Приехал блять в пустой технарь..охуенно покатался с утра :(,1
как похудеть?!(( О СИЛА ВОЛИ ПРИДИ КО МНЕ,1
"ваауу..Я ТОЛЬКО ВЧЕРА В ИНТЕРНЕТЕ СМОТРЕЛА ЭТУ РЕКЛАМУ,ИБО У НАС НЕТ РУССКИХ КАНАЛОВ,ГДЕ ПОКАЗУЮТ РОМУ((",1
господи с ума сойти кошмар( бедняжка(((( а он сука,1
я за тебя пил. Охуел чтоли?(,1
"Скоро прилетят ебучие родственники, и это совсем не круто :(",1
"127 ты унылое говно! Где мишура? Снежинки? Где праздник? Месяц не ездила, и еще бы столько не ездить :(",1
Какие вы уебки сука! Как можно быть такими (,1
"Бл,я только сейчас поняла что проебала 200-ый твит:|",1
ну чо. БУДУ ВАМ РОГА ОТБИВАТЬ!(как иначе мир сохранять???....старые решения и знания УЖЕ НЕ РЕШАЮТ СЕГОДНЯШНИЕ БЕДЫ!а драца не люблю(,1
охуеть охуеть охуеть не могу смотреть H&amp;F потому что одно ебаное лицо :((((((,1
АААААААААА Я ОБЖЁГ РУКИ КИПЯТКОООООММНЕ БОЛЬНО :(((,1
"хз, какая-то кишечная хуйня :-(",1
"блин ну кто вспоминает меня в такое время, заебался икать :(",1
"я тебя не люблю, иди нахер(",1
сука хочу(,1
ну охуеть девушка веселится :(,1
МНЕ СКУУЧНОО(( МОЖЕТ ОПЯТЬ ТВИТЫ ПОСВЯЩАТЬ?,1
ВСЕ! ТЕПЕРЬ ТОЧНО ПОЛНЫЙ ПИЗДЕЦ!!! ;((((((((((ДА ПОШЛО ОНО ВСЕ К ХУЯМ!!!!!!!!! ;((((((((((((((((((((((((((,1
Ахуеть блять...Ну еще этого мне не хватало(((,1
"Я лошара, у которой не получаются нормальные локоны((",1
у меня такой же еблани каждый день так делаета ещё он часто трахаеться со своей беременной женой,1
"бля, шерлок бабу что ли поцеловал, да ну вас(",1
"ГЛУПАЯ ЖЕНЩИНА, САМА ТЫ КОЛИ!  Джи мне изменил. С Коли. Но я сама виновата, не надо было голову в синий красить(((",1
"мышка пидараска глючит,невозможно играть!(((",1
меня так заебала вся музыка в моем плейлисте(((,1
"Ну че, пиздуйте на Большие исады, покупайте у них и дальше товары,  им деньги на новые бомбы нужны!((",1
"чуть чуть :( пизда, ебанная работа(((",1
На меня  опять обиделась и послала нахуй(((,1
фуфлыжность этого говноремейка шкалит. Да и последние сезоны оригинала туда же. :-(,1
"Я фигею как он не может понять...ебать тупая малолетка(((она так страдает,а ты бля прикалываешься(((мне тебя жалко....",1
ПАЦАНЫ Я НЕ СМОТРЮ ПОРНУХУ ВЫ ЧЕ У МЕНЯ ДЕВУЩКА МНЕ НЕЛЬЗЯ::(,1
"Это пиздец,с таким настроением не нг отмечать, а на похороны идти:(",1
"Плачу(((( нельзя так, нельзя!!! Горите в аду, суки убивающие мирных людей!!!!",1
дебилы((( и во всем у них так...,1
сук (((( могу в пэйнте тебя со мной сделать,1
"Я хлопець, мені 17, я сидю слухаю Коржа, і мені хочеться плакати, напевно, я мудак(",1
Хотел съесть кусочег хлеба с овощным салатиком получил пизды от мамки(((,1
почему я не могу просто взять и съебаться отсюда ? (,1
ёбтвоюмать Жидковой делать нехуй :-D ты разбудила меня уведомлением(,1
НУ ЛЫСЫЙ(((((((((((((((НУ УДАЛИ(((((((((((,1
"курсач,сукасукасука,когда мы расстанемся уже(",1
бля пиздецВ топку билборд(((((,1
Бля бля бля день хуевый седня((( и Федю забираюют в Бийск((,1
Всеее пиздец приплыли....родители все узнсли{(((((((((,1
"ЧЕ Ж ВАМ БЛЯТЬ НЕ СИДИТСЯ,ФОТАЛИСЬ БЫ ЛУЧШЕ.У МЕНЯ В ИНСТЕ БРАТ И ТЕТЯ.Я ВАМ ОТОМЩУ,УБЛЮДКИ:(",1
:(((Я С БЕЛАРАШИЯ БЫ ОТПРАВИЛ,1
"Старичок - боровичок, да...Катя сказала, что нахер он тебе нужен? Он же стаааарый..Сама ты старая :|",1
"Ну или это я сентиментальный уёбок, везде видящий ваниль. :-(",1
сука( Так внезапна.. мне же теперь страшно((,1
"Смотрю Камеди Баттл,выступает какойто придурок мне даже плакать захотелось(((",1
нг нагрянул как-то.. незаметно. а скоро и сессия... я ебала(,1
